Date,Close/Last,Open,High,Low
05/02/2023,4119.58,4164.10,4164.10,4089.72
05/01/2023,4167.87,4166.79,4186.92,4164.12
04/28/2023,4169.48,4129.63,4170.06,4127.18
04/27/2023,4135.35,4075.29,4138.24,4075.29
04/26/2023,4055.99,4087.78,4089.67,4049.35
04/25/2023,4071.63,4126.43,4126.43,4071.38
04/24/2023,4137.04,4132.07,4142.41,4117.77
04/21/2023,4133.52,4132.14,4138.02,4113.86
04/20/2023,4129.79,4130.48,4148.57,4114.57
04/19/2023,4154.52,4139.33,4162.57,4134.49
04/18/2023,4154.87,4164.26,4169.48,4140.36
04/17/2023,4151.32,4137.17,4151.72,4123.18
04/14/2023,4137.64,4140.11,4163.19,4113.20
04/13/2023,4146.22,4100.04,4150.26,4099.40
04/12/2023,4091.95,4121.72,4134.37,4086.94
04/11/2023,4108.94,4110.29,4124.26,4102.61
04/10/2023,4109.11,4085.20,4109.50,4072.55
04/06/2023,4105.02,4081.15,4107.32,4069.84
04/05/2023,4090.38,4094.50,4099.69,4072.56
04/04/2023,4100.60,4128.03,4133.13,4086.87
04/03/2023,4124.51,4102.20,4127.66,4098.79
03/31/2023,4109.31,4056.18,4110.75,4056.18
03/30/2023,4050.83,4046.74,4057.85,4032.10
03/29/2023,4027.81,3999.53,4030.59,3999.53
03/28/2023,3971.27,3974.13,3979.20,3951.53
03/27/2023,3977.53,3982.93,4003.83,3970.49
03/24/2023,3970.99,3939.21,3972.74,3909.16
03/23/2023,3948.72,3959.21,4007.66,3919.05
03/22/2023,3936.97,4002.04,4039.49,3936.17
03/21/2023,4002.87,3975.89,4009.08,3971.19
03/20/2023,3951.57,3917.47,3956.62,3916.89
03/17/2023,3916.64,3958.69,3958.91,3901.27
03/16/2023,3960.28,3878.93,3964.46,3864.11
03/15/2023,3891.93,3876.74,3894.26,3838.24
03/14/2023,3919.29,3894.01,3937.29,3873.63
03/13/2023,3855.76,3835.12,3905.05,3808.86
03/10/2023,3861.59,3912.77,3934.05,3846.32
03/09/2023,3918.32,3998.66,4017.81,3908.70
03/08/2023,3992.01,3987.55,4000.41,3969.76
03/07/2023,3986.37,4048.26,4050.00,3980.31
03/06/2023,4048.42,4055.15,4078.49,4044.61
03/03/2023,4045.64,3998.02,4048.29,3995.17
03/02/2023,3981.35,3938.68,3990.84,3928.16
03/01/2023,3951.39,3963.34,3971.73,3939.05
02/28/2023,3970.15,3977.19,3997.50,3968.98
02/27/2023,3982.24,3992.36,4018.05,3973.55
02/24/2023,3970.04,3973.24,3978.25,3943.08
02/23/2023,4012.32,4018.60,4028.30,3969.19
02/22/2023,3991.05,4001.83,4017.37,3976.90
02/21/2023,3997.34,4052.35,4052.35,3995.19
02/17/2023,4079.09,4077.39,4081.51,4047.95
02/16/2023,4090.41,4114.75,4136.54,4089.49
02/15/2023,4147.60,4119.50,4148.11,4103.98
02/14/2023,4136.13,4126.70,4159.77,4095.01
02/13/2023,4137.29,4096.62,4138.90,4092.67
02/10/2023,4090.46,4068.92,4094.36,4060.79
02/09/2023,4081.50,4144.25,4156.23,4069.67
02/08/2023,4117.86,4153.47,4156.85,4111.67
02/07/2023,4164.00,4105.35,4176.54,4088.39
02/06/2023,4111.08,4119.57,4124.63,4093.38
02/03/2023,4136.48,4136.69,4182.36,4123.36
02/02/2023,4179.76,4158.68,4195.44,4141.88
02/01/2023,4119.21,4070.07,4148.95,4037.20
01/31/2023,4076.60,4020.85,4077.16,4020.44
01/30/2023,4017.77,4049.27,4063.85,4015.55
01/27/2023,4070.56,4053.72,4094.21,4048.70
01/26/2023,4060.43,4036.08,4061.57,4013.29
01/25/2023,4016.22,3982.71,4019.55,3949.06
01/24/2023,4016.95,4001.74,4023.92,3989.79
01/23/2023,4019.81,3978.14,4039.31,3971.64
01/20/2023,3972.61,3909.04,3972.96,3897.86
01/19/2023,3898.85,3911.84,3922.94,3885.54
01/18/2023,3928.86,4002.25,4014.16,3926.59
01/17/2023,3990.97,3999.28,4015.39,3984.57
01/13/2023,3999.09,3960.60,4003.95,3947.67
01/12/2023,3983.17,3977.57,3997.76,3937.56
01/11/2023,3969.61,3932.35,3970.07,3928.54
01/10/2023,3919.25,3888.57,3919.83,3877.29
01/09/2023,3892.09,3910.82,3950.57,3890.42
01/06/2023,3895.08,3823.37,3906.19,3809.56
01/05/2023,3808.10,3839.74,3839.74,3802.42
01/04/2023,3852.97,3840.36,3873.16,3815.77
01/03/2023,3824.14,3853.29,3878.46,3794.33
12/30/2022,3839.50,3829.06,3839.85,3800.34
12/29/2022,3849.28,3805.45,3858.19,3805.45
12/28/2022,3783.22,3829.56,3848.32,3780.78
12/27/2022,3829.25,3843.34,3846.65,3813.22
12/23/2022,3844.82,3815.11,3845.80,3797.01
12/22/2022,3822.39,3853.26,3853.26,3764.49
12/21/2022,3878.44,3839.49,3889.82,3839.49
12/20/2022,3821.62,3810.47,3838.24,3795.62
12/19/2022,3817.66,3853.79,3854.86,3800.04
12/16/2022,3852.36,3890.91,3890.91,3827.91
12/15/2022,3895.75,3958.37,3958.37,3879.45
12/14/2022,3995.32,4015.54,4053.76,3965.65
12/13/2022,4019.65,4069.38,4100.96,3993.03
12/12/2022,3990.56,3939.29,3990.71,3935.30
12/09/2022,3934.38,3954.17,3977.02,3933.04
12/08/2022,3963.51,3947.79,3974.19,3935.83
12/07/2022,3933.92,3933.28,3957.57,3922.68
12/06/2022,3941.26,3996.63,4001.51,3918.39
12/05/2022,3998.84,4052.02,4052.45,3984.49
12/02/2022,4071.70,4040.17,4080.48,4026.63
12/01/2022,4076.57,4087.14,4100.51,4050.87
11/30/2022,4080.11,3957.18,4080.11,3938.58
11/29/2022,3957.63,3964.19,3976.77,3937.65
11/28/2022,3963.94,4005.36,4012.27,3955.77
11/25/2022,4026.12,4023.34,4034.02,4020.76
11/23/2022,4027.26,4000.30,4033.78,3998.66
11/22/2022,4003.58,3965.51,4005.88,3956.88
11/21/2022,3949.94,3956.23,3962.00,3933.34
11/18/2022,3965.34,3966.39,3979.89,3935.98
11/17/2022,3946.56,3919.26,3954.33,3906.54
11/16/2022,3958.79,3976.82,3983.09,3954.34
11/15/2022,3991.73,4006.41,4028.84,3953.17
11/14/2022,3957.25,3977.97,4008.97,3956.40
11/11/2022,3992.93,3963.72,4001.48,3944.82
11/10/2022,3956.37,3859.89,3958.33,3859.89
11/09/2022,3748.57,3810.94,3818.20,3744.22
11/08/2022,3828.11,3817.02,3859.40,3786.28
11/07/2022,3806.80,3780.71,3813.95,3764.70
11/04/2022,3770.55,3766.98,3796.34,3708.84
11/03/2022,3719.89,3733.25,3750.59,3698.15
11/02/2022,3759.69,3852.90,3894.44,3758.68
11/01/2022,3856.10,3901.79,3911.79,3843.80
10/31/2022,3871.98,3881.85,3893.73,3863.18
10/28/2022,3901.06,3808.26,3905.42,3808.26
10/27/2022,3807.30,3834.69,3859.95,3803.79
10/26/2022,3830.60,3825.97,3886.15,3824.07
10/25/2022,3859.11,3799.44,3862.85,3799.44
10/24/2022,3797.34,3762.01,3810.74,3741.65
10/21/2022,3752.75,3657.10,3757.89,3647.42
10/20/2022,3665.78,3689.05,3736.00,3656.44
10/19/2022,3695.16,3703.11,3728.58,3666.51
10/18/2022,3719.98,3746.26,3762.79,3686.53
10/17/2022,3677.95,3638.65,3689.73,3638.65
10/14/2022,3583.07,3690.41,3712.00,3579.68
10/13/2022,3669.91,3520.37,3685.41,3491.58
10/12/2022,3577.03,3590.83,3608.34,3573.86
10/11/2022,3588.84,3595.86,3640.66,3568.45
10/10/2022,3612.39,3647.51,3652.17,3588.10
10/07/2022,3639.66,3706.74,3706.74,3620.73
10/06/2022,3744.52,3771.97,3797.93,3739.22
10/05/2022,3783.28,3753.25,3806.91,3722.66
10/04/2022,3790.93,3726.46,3791.92,3726.46
10/03/2022,3678.43,3609.78,3698.35,3604.93
09/30/2022,3585.62,3633.48,3671.44,3584.13
09/29/2022,3640.47,3687.01,3687.01,3610.40
09/28/2022,3719.04,3651.94,3736.74,3640.61
09/27/2022,3647.29,3686.44,3717.53,3623.29
09/26/2022,3655.04,3682.72,3715.67,3644.76
09/23/2022,3693.23,3727.14,3727.14,3647.47
09/22/2022,3757.99,3782.36,3790.90,3749.45
09/21/2022,3789.93,3871.40,3907.07,3789.49
09/20/2022,3855.93,3875.23,3876.01,3827.54
09/19/2022,3899.89,3849.91,3900.45,3838.50
09/16/2022,3873.33,3880.95,3880.95,3837.08
09/15/2022,3901.35,3932.41,3959.14,3888.28
09/14/2022,3946.01,3940.73,3961.94,3912.18
09/13/2022,3932.69,4037.12,4037.12,3921.28
09/12/2022,4110.41,4083.67,4119.28,4083.67
09/09/2022,4067.36,4022.94,4076.81,4022.94
09/08/2022,4006.18,3959.94,4010.50,3944.81
09/07/2022,3979.87,3909.43,3987.89,3906.03
09/06/2022,3908.19,3930.89,3942.55,3886.75
09/02/2022,3924.26,3994.66,4018.43,3906.21
09/01/2022,3966.85,3936.73,3970.23,3903.65
08/31/2022,3955.00,4000.67,4015.37,3954.53
08/30/2022,3986.16,4041.25,4044.98,3965.21
08/29/2022,4030.61,4034.58,4062.99,4017.42
08/26/2022,4057.66,4198.74,4203.04,4057.66
08/25/2022,4199.12,4153.26,4200.54,4147.59
08/24/2022,4140.77,4126.55,4156.56,4119.97
08/23/2022,4128.73,4133.09,4159.77,4124.03
08/22/2022,4137.99,4195.08,4195.08,4129.86
08/19/2022,4228.48,4266.31,4266.31,4218.70
08/18/2022,4283.74,4273.13,4292.53,4261.98
08/17/2022,4274.04,4280.40,4302.18,4253.08
08/16/2022,4305.20,4290.46,4325.28,4277.77
08/15/2022,4297.14,4269.37,4301.79,4256.90
08/12/2022,4280.15,4225.02,4280.47,4219.78
08/11/2022,4207.27,4227.40,4257.91,4201.41
08/10/2022,4210.24,4181.02,4211.03,4177.26
08/09/2022,4122.47,4133.11,4137.30,4112.09
08/08/2022,4140.06,4155.93,4186.62,4128.97
08/05/2022,4145.19,4115.87,4151.58,4107.31
08/04/2022,4151.94,4154.85,4161.29,4135.42
08/03/2022,4155.17,4107.96,4167.66,4107.96
08/02/2022,4091.19,4104.21,4140.47,4079.81
08/01/2022,4118.63,4112.38,4144.95,4096.02
07/29/2022,4130.29,4087.33,4140.15,4079.22
07/28/2022,4072.43,4026.13,4078.95,3992.97
07/27/2022,4023.61,3951.43,4039.56,3951.43
07/26/2022,3921.05,3953.22,3953.22,3910.74
07/25/2022,3966.84,3965.72,3975.30,3943.46
07/22/2022,3961.63,3998.43,4012.44,3938.86
07/21/2022,3998.95,3955.47,3999.29,3927.64
07/20/2022,3959.90,3935.32,3974.13,3922.03
07/19/2022,3936.69,3860.73,3939.81,3860.73
07/18/2022,3830.85,3883.79,3902.44,3818.63
07/15/2022,3863.16,3818.00,3863.62,3817.18
07/14/2022,3790.38,3763.99,3796.41,3721.56
07/13/2022,3801.78,3779.67,3829.44,3759.07
07/12/2022,3818.80,3851.95,3873.41,3802.36
07/11/2022,3854.43,3880.94,3880.94,3847.22
07/08/2022,3899.38,3888.26,3918.50,3869.34
07/07/2022,3902.62,3858.85,3910.63,3858.85
07/06/2022,3845.08,3831.98,3870.91,3809.37
07/05/2022,3831.39,3792.61,3832.19,3742.06
07/01/2022,3825.33,3781.00,3829.82,3752.10
06/30/2022,3785.38,3785.99,3818.99,3738.67
06/29/2022,3818.83,3825.09,3836.50,3799.02
06/28/2022,3821.55,3913.00,3945.86,3820.14
06/27/2022,3900.11,3920.76,3927.72,3889.66
06/24/2022,3911.74,3821.75,3913.65,3821.75
06/23/2022,3795.73,3774.71,3802.58,3743.52
06/22/2022,3759.89,3733.89,3801.79,3717.69
06/21/2022,3764.79,3715.31,3779.65,3715.31
06/17/2022,3674.84,3665.90,3707.71,3636.87
06/16/2022,3666.77,3728.18,3728.18,3639.77
06/15/2022,3789.99,3764.05,3837.56,3722.30
06/14/2022,3735.48,3763.52,3778.18,3705.68
06/13/2022,3749.63,3838.15,3838.15,3734.30
06/10/2022,3900.86,3974.39,3974.39,3900.16
06/09/2022,4017.82,4101.65,4119.10,4017.17
06/08/2022,4115.77,4147.12,4160.14,4107.20
06/07/2022,4160.68,4096.47,4164.86,4080.19
06/06/2022,4121.43,4134.72,4168.78,4109.18
06/03/2022,4108.54,4137.57,4142.67,4098.67
06/02/2022,4176.82,4095.41,4177.51,4074.37
06/01/2022,4101.23,4149.78,4166.54,4073.85
05/31/2022,4132.15,4151.09,4168.34,4104.88
05/27/2022,4158.24,4077.43,4158.49,4077.43
05/26/2022,4057.84,3984.60,4075.14,3984.60
05/25/2022,3978.73,3929.59,3999.33,3925.03
05/24/2022,3941.48,3942.94,3955.68,3875.13
05/23/2022,3973.75,3927.02,3981.88,3909.04
05/20/2022,3901.36,3927.76,3943.42,3810.32
05/19/2022,3900.79,3899.00,3945.96,3876.58
05/18/2022,3923.68,4051.98,4051.98,3911.91
05/17/2022,4088.85,4052.00,4090.72,4033.93
05/16/2022,4008.01,4013.02,4046.46,3983.99
05/13/2022,4023.89,3963.90,4038.88,3963.90
05/12/2022,3930.08,3903.95,3964.80,3858.87
05/11/2022,3935.18,3990.08,4049.09,3928.82
05/10/2022,4001.05,4035.18,4068.82,3958.17
05/09/2022,3991.24,4081.27,4081.27,3975.48
05/06/2022,4123.34,4128.17,4157.69,4067.91
05/05/2022,4146.87,4270.43,4270.43,4106.01
05/04/2022,4300.17,4181.18,4307.66,4148.91
05/03/2022,4175.48,4159.78,4200.10,4147.08
05/02/2022,4155.38,4130.61,4169.81,4062.51
04/29/2022,4131.93,4253.75,4269.68,4124.28
04/28/2022,4287.50,4222.58,4308.45,4188.63
04/27/2022,4183.96,4186.52,4240.71,4162.90
04/26/2022,4175.20,4278.14,4278.14,4175.04
04/25/2022,4296.12,4255.34,4299.02,4200.82
04/22/2022,4271.78,4385.83,4385.83,4267.62
04/21/2022,4393.66,4489.17,4512.94,4384.47
04/20/2022,4459.45,4472.26,4488.29,4448.76
04/19/2022,4462.21,4390.63,4471.03,4390.63
04/18/2022,4391.69,4385.63,4410.31,4370.30
04/14/2022,4392.59,4449.12,4460.46,4390.77
04/13/2022,4446.59,4394.30,4453.92,4392.70
04/12/2022,4397.45,4437.59,4471.00,4381.34
04/11/2022,4412.53,4462.64,4464.35,4408.38
04/08/2022,4488.28,4494.15,4520.41,4474.60
04/07/2022,4500.21,4474.65,4521.16,4450.30
04/06/2022,4481.15,4494.17,4503.94,4450.04
04/05/2022,4525.12,4572.45,4593.45,4514.17
04/04/2022,4582.64,4547.97,4583.50,4539.21
04/01/2022,4545.86,4540.32,4548.70,4507.57
03/31/2022,4530.41,4599.02,4603.07,4530.41
03/30/2022,4602.45,4624.20,4627.77,4581.32
03/29/2022,4631.60,4602.86,4637.30,4589.66
03/28/2022,4575.52,4541.09,4575.65,4517.69
03/25/2022,4543.06,4522.91,4546.03,4501.07
03/24/2022,4520.16,4469.98,4520.58,4465.17
03/23/2022,4456.24,4493.10,4501.07,4455.81
03/22/2022,4511.61,4469.10,4522.00,4469.10
03/21/2022,4461.18,4462.40,4481.75,4424.30
03/18/2022,4463.12,4407.34,4465.40,4390.57
03/17/2022,4411.67,4345.11,4412.67,4335.65
03/16/2022,4357.86,4288.14,4358.90,4251.99
03/15/2022,4262.45,4188.82,4271.05,4187.90
03/14/2022,4173.11,4202.75,4247.57,4161.72
03/11/2022,4204.31,4279.50,4291.01,4200.49
03/10/2022,4259.52,4252.55,4268.28,4209.80
03/09/2022,4277.88,4223.10,4299.40,4223.10
03/08/2022,4170.70,4202.66,4276.94,4157.87
03/07/2022,4201.09,4327.01,4327.01,4199.85
03/04/2022,4328.87,4342.12,4342.12,4284.98
03/03/2022,4363.49,4401.31,4416.78,4345.56
03/02/2022,4386.54,4322.56,4401.48,4322.56
03/01/2022,4306.26,4363.14,4378.45,4279.54
02/28/2022,4373.94,4354.17,4388.84,4315.12
02/25/2022,4384.65,4298.38,4385.34,4286.83
02/24/2022,4288.70,4155.77,4294.73,4114.65
02/23/2022,4225.50,4324.93,4341.51,4221.51
02/22/2022,4304.76,4332.74,4362.12,4267.11
02/18/2022,4348.87,4384.57,4394.60,4327.22
02/17/2022,4380.26,4456.06,4456.06,4373.81
02/16/2022,4475.01,4455.75,4489.55,4429.68
02/15/2022,4471.07,4429.28,4472.77,4429.28
02/14/2022,4401.67,4412.61,4426.22,4364.84
02/11/2022,4418.64,4506.27,4526.33,4401.41
02/10/2022,4504.08,4553.24,4588.92,4484.31
02/09/2022,4587.18,4547.00,4590.03,4547.00
02/08/2022,4521.54,4480.02,4531.32,4465.40
02/07/2022,4483.87,4505.75,4521.86,4471.47
02/04/2022,4500.53,4482.79,4539.66,4451.50
02/03/2022,4477.44,4535.41,4542.88,4470.39
02/02/2022,4589.38,4566.39,4595.31,4544.32
02/01/2022,4546.54,4519.57,4550.49,4483.53
01/31/2022,4515.55,4431.79,4516.89,4414.02
01/28/2022,4431.85,4336.19,4432.72,4292.46
01/27/2022,4326.51,4380.58,4428.74,4309.50
01/26/2022,4349.93,4408.43,4453.23,4304.80
01/25/2022,4356.45,4366.64,4411.01,4287.11
01/24/2022,4410.13,4356.32,4417.35,4222.62
01/21/2022,4397.94,4471.38,4494.52,4395.34
01/20/2022,4482.73,4547.35,4602.11,4477.95
01/19/2022,4532.76,4588.03,4611.55,4530.20
01/18/2022,4577.11,4632.24,4632.24,4568.70
01/14/2022,4662.85,4637.99,4665.13,4614.75
01/13/2022,4659.03,4733.56,4744.13,4650.29
01/12/2022,4726.35,4728.59,4748.83,4706.71
01/11/2022,4713.07,4669.14,4714.13,4638.27
01/10/2022,4670.29,4655.34,4673.02,4582.24
01/07/2022,4677.03,4697.66,4707.95,4662.74
01/06/2022,4696.05,4693.39,4725.01,4671.26
01/05/2022,4700.58,4787.99,4797.70,4699.44
01/04/2022,4793.54,4804.51,4818.62,4774.27
01/03/2022,4796.56,4778.14,4796.64,4758.17
12/31/2021,4766.18,4775.21,4786.83,4765.75
12/30/2021,4778.73,4794.23,4808.93,4775.33
12/29/2021,4793.06,4788.64,4804.06,4778.08
12/28/2021,4786.35,4795.49,4807.02,4780.04
12/27/2021,4791.19,4733.99,4791.49,4733.99
12/23/2021,4725.79,4703.96,4740.74,4703.96
12/22/2021,4696.56,4650.36,4697.67,4645.53
12/21/2021,4649.23,4594.96,4651.14,4583.16
12/20/2021,4568.02,4587.90,4587.90,4531.10
12/17/2021,4620.64,4652.50,4666.70,4600.22
12/16/2021,4668.67,4719.13,4731.99,4651.89
12/15/2021,4709.85,4636.46,4712.60,4611.22
12/14/2021,4634.09,4642.99,4660.47,4606.52
12/13/2021,4668.97,4710.30,4710.30,4667.60
12/10/2021,4712.02,4687.64,4713.57,4670.24
12/09/2021,4667.45,4691.00,4695.26,4665.98
12/08/2021,4701.21,4690.86,4705.06,4674.52
12/07/2021,4686.75,4631.97,4694.04,4631.97
12/06/2021,4591.67,4548.37,4612.60,4540.51
12/03/2021,4538.43,4589.49,4608.03,4495.12
12/02/2021,4577.10,4504.73,4595.46,4504.73
12/01/2021,4513.04,4602.82,4652.94,4510.27
11/30/2021,4567.00,4640.25,4646.02,4560.00
11/29/2021,4655.27,4628.75,4672.95,4625.26
11/26/2021,4594.62,4664.63,4664.63,4585.43
11/24/2021,4701.46,4675.78,4702.87,4659.89
11/23/2021,4690.70,4678.48,4699.39,4652.66
11/22/2021,4682.94,4712.00,4743.83,4682.17
11/19/2021,4697.96,4708.44,4717.75,4694.22
11/18/2021,4704.54,4700.72,4708.80,4672.78
11/17/2021,4688.67,4701.50,4701.50,4684.41
11/16/2021,4700.90,4679.42,4714.95,4679.42
11/15/2021,4682.80,4689.30,4697.42,4672.86
11/12/2021,4682.85,4655.24,4688.47,4650.77
11/11/2021,4649.27,4659.39,4664.55,4648.31
11/10/2021,4646.71,4670.26,4684.85,4630.86
11/09/2021,4685.25,4707.25,4708.53,4670.87
11/08/2021,4701.70,4701.48,4714.92,4694.39
11/05/2021,4697.53,4699.26,4718.50,4681.32
11/04/2021,4680.06,4662.93,4683.00,4662.59
11/03/2021,4660.57,4630.65,4663.46,4621.19
11/02/2021,4630.65,4613.34,4635.15,4613.34
11/01/2021,4613.67,4610.62,4620.34,4595.06
10/29/2021,4605.38,4572.87,4608.08,4567.59
10/28/2021,4596.42,4562.84,4597.55,4562.84
10/27/2021,4551.68,4580.22,4584.57,4551.66
10/26/2021,4574.79,4578.69,4598.53,4569.17
10/25/2021,4566.48,4553.69,4572.62,4537.36
10/22/2021,4544.90,4546.12,4559.67,4524.00
10/21/2021,4549.78,4532.24,4551.44,4526.89
10/20/2021,4536.19,4524.42,4540.87,4524.40
10/19/2021,4519.63,4497.34,4520.40,4496.41
10/18/2021,4486.46,4463.72,4488.75,4447.47
10/15/2021,4471.37,4447.69,4475.82,4447.69
10/14/2021,4438.26,4386.75,4439.73,4386.75
10/13/2021,4363.80,4358.01,4372.87,4329.92
10/12/2021,4350.65,4368.31,4374.89,4342.09
10/11/2021,4361.19,4385.44,4415.88,4360.59
10/08/2021,4391.34,4406.51,4412.02,4386.22
10/07/2021,4399.76,4383.73,4429.97,4383.73
10/06/2021,4363.55,4319.57,4365.57,4290.49
10/05/2021,4345.72,4309.87,4369.23,4309.87
10/04/2021,4300.46,4348.84,4355.51,4278.94
10/01/2021,4357.04,4317.16,4375.19,4288.52
09/30/2021,4307.54,4370.67,4382.55,4306.24
09/29/2021,4359.46,4362.41,4385.57,4355.08
09/28/2021,4352.63,4419.54,4419.54,4346.33
09/27/2021,4443.11,4442.12,4457.30,4436.19
09/24/2021,4455.48,4438.04,4463.12,4430.27
09/23/2021,4448.98,4406.75,4465.40,4406.75
09/22/2021,4395.64,4367.43,4416.75,4367.43
09/21/2021,4354.19,4374.45,4394.87,4347.96
09/20/2021,4357.73,4402.95,4402.95,4305.91
09/17/2021,4432.99,4469.74,4471.52,4427.76
09/16/2021,4473.75,4477.09,4485.87,4443.80
09/15/2021,4480.70,4447.49,4486.87,4438.37
09/14/2021,4443.05,4479.33,4485.68,4435.46
09/13/2021,4468.73,4474.81,4492.99,4445.70
09/10/2021,4458.58,4506.92,4520.47,4457.66
09/09/2021,4493.28,4513.02,4529.90,4492.07
09/08/2021,4514.07,4518.09,4521.79,4493.95
09/07/2021,4520.03,4535.38,4535.38,4513.00
09/03/2021,4535.43,4532.42,4541.45,4521.30
09/02/2021,4536.95,4534.48,4545.85,4524.66
09/01/2021,4524.09,4528.80,4537.11,4522.02
08/31/2021,4522.68,4529.75,4531.39,4515.80
08/30/2021,4528.79,4513.76,4537.36,4513.76
08/27/2021,4509.37,4474.10,4513.33,4474.10
08/26/2021,4470.00,4493.75,4495.90,4468.99
08/25/2021,4496.19,4490.45,4501.71,4485.66
08/24/2021,4486.23,4484.40,4492.81,4482.28
08/23/2021,4479.53,4450.29,4489.88,4450.29
08/20/2021,4441.67,4410.56,4444.35,4406.80
08/19/2021,4405.80,4382.44,4418.61,4367.73
08/18/2021,4400.27,4440.94,4454.32,4397.59
08/17/2021,4448.08,4462.12,4462.12,4417.83
08/16/2021,4479.71,4461.65,4480.26,4437.66
08/13/2021,4468.00,4464.84,4468.37,4460.82
08/12/2021,4460.83,4446.08,4461.77,4435.96
08/11/2021,4447.70,4442.18,4449.44,4436.42
08/10/2021,4436.75,4435.79,4445.21,4430.03
08/09/2021,4432.35,4437.77,4439.39,4424.74
08/06/2021,4436.52,4429.07,4440.82,4429.07
08/05/2021,4429.10,4408.86,4429.76,4408.86
08/04/2021,4402.66,4415.95,4416.17,4400.23
08/03/2021,4423.15,4392.74,4423.79,4373.00
08/02/2021,4387.16,4406.86,4422.18,4384.81
07/30/2021,4395.26,4395.12,4412.25,4389.65
07/29/2021,4419.15,4403.59,4429.97,4403.59
07/28/2021,4400.64,4402.95,4415.47,4387.01
07/27/2021,4401.46,4416.38,4416.38,4372.51
07/26/2021,4422.30,4409.58,4422.73,4405.45
07/23/2021,4411.79,4381.20,4415.18,4381.20
07/22/2021,4367.48,4361.27,4369.87,4350.06
07/21/2021,4358.69,4331.13,4359.70,4331.13
07/20/2021,4323.06,4265.11,4336.84,4262.05
07/19/2021,4258.49,4296.40,4296.40,4233.13
07/16/2021,4327.16,4367.43,4375.09,4322.53
07/15/2021,4360.03,4369.02,4369.02,4340.70
07/14/2021,4374.30,4380.11,4393.68,4362.36
07/13/2021,4369.21,4381.07,4392.37,4366.92
07/12/2021,4384.63,4372.41,4386.68,4364.03
07/09/2021,4369.55,4329.38,4371.60,4329.38
07/08/2021,4320.82,4321.07,4330.88,4289.37
07/07/2021,4358.13,4351.01,4361.88,4329.79
07/06/2021,4343.54,4356.46,4356.46,4314.37
07/02/2021,4352.34,4326.60,4355.43,4326.60
07/01/2021,4319.94,4300.73,4320.66,4300.73
06/30/2021,4297.50,4290.65,4302.43,4287.96
06/29/2021,4291.80,4293.21,4300.52,4287.04
06/28/2021,4290.61,4284.90,4292.14,4274.67
06/25/2021,4280.70,4274.45,4286.12,4271.16
06/24/2021,4266.49,4256.97,4271.28,4256.97
06/23/2021,4241.84,4249.27,4256.60,4241.43
06/22/2021,4246.44,4224.61,4255.84,4217.27
06/21/2021,4224.79,4173.40,4226.24,4173.40
06/18/2021,4166.45,4204.78,4204.78,4164.40
06/17/2021,4221.86,4220.37,4232.29,4196.05
06/16/2021,4223.70,4248.87,4251.89,4202.45
06/15/2021,4246.59,4255.28,4257.16,4238.35
06/14/2021,4255.15,4248.31,4255.59,4234.07
06/11/2021,4247.44,4242.90,4248.38,4232.25
06/10/2021,4239.18,4228.56,4249.74,4220.34
06/09/2021,4219.55,4232.99,4237.09,4218.74
06/08/2021,4227.26,4233.81,4236.74,4208.41
06/07/2021,4226.52,4229.34,4232.34,4215.66
06/04/2021,4229.89,4206.05,4233.45,4206.05
06/03/2021,4192.85,4191.43,4204.39,4167.93
06/02/2021,4208.12,4206.82,4217.37,4198.27
06/01/2021,4202.04,4216.52,4234.12,4197.59
05/28/2021,4204.11,4210.77,4218.36,4203.57
05/27/2021,4200.88,4201.94,4213.38,4197.78
05/26/2021,4195.99,4191.59,4202.61,4184.11
05/25/2021,4188.13,4205.94,4213.42,4182.52
05/24/2021,4197.05,4170.16,4209.52,4170.16
05/21/2021,4155.86,4168.61,4188.72,4151.72
05/20/2021,4159.12,4121.97,4172.80,4121.97
05/19/2021,4115.68,4098.45,4116.93,4061.41
05/18/2021,4127.83,4165.94,4169.15,4125.99
05/17/2021,4163.29,4169.92,4171.92,4142.69
05/14/2021,4173.85,4129.58,4183.13,4129.58
05/13/2021,4112.50,4074.99,4131.58,4074.99
05/12/2021,4063.04,4130.55,4134.73,4056.88
05/11/2021,4152.10,4150.34,4162.04,4111.53
05/10/2021,4188.43,4228.29,4236.39,4188.13
05/07/2021,4232.60,4210.34,4238.04,4201.64
05/06/2021,4201.62,4169.14,4202.70,4147.33
05/05/2021,4167.59,4177.06,4187.72,4160.94
05/04/2021,4164.66,4179.04,4179.04,4128.59
05/03/2021,4192.66,4191.98,4209.39,4188.03
04/30/2021,4181.17,4198.10,4198.10,4174.85
04/29/2021,4211.47,4206.14,4218.78,4176.81
04/28/2021,4183.18,4185.14,4201.53,4181.78
04/27/2021,4186.72,4188.25,4193.35,4176.22
04/26/2021,4187.62,4185.03,4194.19,4182.36
04/23/2021,4180.17,4138.78,4194.17,4138.78
04/22/2021,4134.98,4170.46,4179.57,4123.69
04/21/2021,4173.42,4128.42,4175.02,4126.35
04/20/2021,4134.94,4159.18,4159.18,4118.38
04/19/2021,4163.26,4179.80,4180.81,4150.47
04/16/2021,4185.47,4174.14,4191.31,4170.75
04/15/2021,4170.42,4139.76,4173.49,4139.76
04/14/2021,4124.66,4143.25,4151.69,4120.87
